Rez.-Nr.,Dom_OT,Rank,CAS,Ingredient,OAV,Total_Contrib,PC1_Contrib,PC2_Contrib,PC3_Contrib,PC4_Contrib
186.396P,fruity,2,71-36-3,"Butanol, natürlich Halal",3e-05,1.48007,-0.01272,0.91462,-0.36426,-0.18848
186.396P,fruity,3,7212-44-4,Nerolidol,0.000578,1.47841,-0.01503,0.90868,-0.36313,-0.19158
186.396P,fruity,4,2639-63-6,Hexylbutyrat Halal Kosher,0.001339,1.46756,-0.0091,0.90693,-0.3561,-0.19543
186.396P,fruity,5,14901-07-6,beta-Ionon Halal Kosher,0.0267,1.45862,-0.01074,0.90875,-0.36552,-0.17361
186.396P,fruity,6,513-86-0,Acetoin 50% in PG Kosher Halal,0.001,0.79069,-0.0235,0.51804,-0.21823,-0.03091
186.396P,fruity,7,98-55-5,alpha-Terpineol Kosher Halal,0.00629,0.55038,-0.03512,0.3346,-0.13543,-0.04523
186.396P,fruity,8,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.000445,0.39834,0.02878,0.16497,0.1338,0.07078
186.396P,fruity,9,123-86-4,Butylacetat Kosher Halal,0.00239,0.32969,0.01016,0.15732,0.08121,0.081
186.396P,fruity,10,6728-26-3,trans-2-Hexenal Kosher Halal,0.00078,0.25093,-0.02151,0.12231,-0.05136,-0.05575
186.490P,fruity,1,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.001699,2.0328,0.14688,0.84186,0.68283,0.36122
186.490P,fruity,2,6728-26-3,trans-2-Hexenal Kosher Halal,0.00236,0.98722,-0.08463,0.48118,-0.20207,-0.21934
186.490P,fruity,3,124-13-0,Octanal Halal,0.00022,0.82339,-0.20984,0.22748,-0.21473,-0.17133
186.490P,fruity,4,24851-98-7,Methyldihydrojasmonat,0.000173,0.61712,0.01539,-0.09703,0.08493,-0.41978
186.490P,fruity,5,103-54-8,Cinnamylacetat,2.1e-05,0.58912,-0.05794,0.2045,-0.12,-0.20668
186.490P,fruity,6,7212-44-4,Nerolidol,0.000238,0.55216,-0.00561,0.33937,-0.13562,-0.07155
186.490P,fruity,7,2497-18-9,trans-2-Hexenylacetat Kosher Halal,0.00354,0.3262,0.07244,-0.01913,-0.1183,-0.11633
186.490P,fruity,8,1754-62-7,Methyl-trans-cinnamat Halal,0.01619,0.32066,0.22601,-0.03545,0.00033,-0.05887
186.490P,fruity,9,118-71-8,Maltol Kosher Halal,0.009965,0.27161,0.09848,-0.01961,0.0223,-0.13121
186.490P,fruity,10,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.00029,0.25689,-0.08682,-0.04758,-0.06451,0.05799
186.569P,fruity,1,67-64-1,Aceton,0.0,0.43584,0.18506,-0.03261,-0.12191,0.09626
186.569P,fruity,2,141-12-8,Nerylacetat Halal,1.8e-05,0.27312,-0.04137,-0.03586,-0.05933,0.13656
186.569P,fruity,3,706-14-9,gamma-Decalacton Kosher Halal,0.00412,0.2253,-0.18238,-0.00438,0.01455,0.02398
186.569P,fruity,4,142-62-1,Hexansäure kräftig,0.00031,0.22178,-0.14861,-0.03155,0.02907,-0.01256
186.569P,fruity,5,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.00625,0.21026,-0.1742,-0.01293,-0.0163,0.00683
186.569P,fruity,6,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
186.569P,fruity,7,142-92-7,Hexylacetat Kosher Halal,0.0,0.16612,-0.03274,-0.00897,-0.09334,0.03107
186.569P,fruity,8,1754-62-7,Methyl-trans-cinnamat Halal,0.0,0.16339,-0.11516,0.01806,-0.00017,0.02999
186.569P,fruity,9,659-70-1,Isoamylisovalerat Kosher Halal,0.0,0.15612,-0.04692,-0.01561,-0.09099,0.00259
186.569P,fruity,10,106-30-9,Ethylheptanoat,0.0009,0.14973,-0.08068,-0.03573,-0.02573,-0.00759
186.821,fruity,1,105-57-7,Acetal Halal,0.0014,0.45037,-0.06124,0.02358,0.29031,0.07524
186.821,fruity,2,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.0,0.37671,-0.07344,-0.08596,-0.06229,0.15502
186.821,fruity,3,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.0936,0.27508,0.00645,0.23174,-0.01268,0.02421
186.821,fruity,4,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.0,0.26399,-0.08922,-0.04889,-0.06629,0.05959
186.821,fruity,5,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
186.821,fruity,6,142-62-1,Hexansäure kräftig,0.0048,0.17838,-0.11952,-0.02538,0.02338,-0.0101
186.821,fruity,7,3658-77-3,Furaneol Halal,0.0,0.17467,-0.01906,-0.03363,-0.03978,0.0822
186.821,fruity,8,116-53-0,2-Methylbuttersäure Halal Kosher,0.0,0.17294,-0.12948,0.00188,0.01708,-0.0245
186.821,fruity,9,142-92-7,Hexylacetat Kosher Halal,0.0,0.16612,-0.03274,-0.00897,-0.09334,0.03107
186.821,fruity,10,1754-62-7,Methyl-trans-cinnamat Halal,0.0,0.16339,-0.11516,0.01806,-0.00017,0.02999
186.950P,fruity,1,61931-81-5,cis-3-Hexenyllactat Halal,0.001165,1.77591,-0.07278,-0.4646,-0.01708,-1.22145
186.950P,fruity,2,1632-73-1,Fenchol Halal,0.0032,1.77585,-0.07275,-0.46458,-0.01707,-1.22145
186.950P,fruity,3,698-76-0,delta-Octalacton,8e-05,1.77404,-0.07273,-0.46424,-0.01696,-1.22011
186.950P,fruity,4,7011-83-8,Lactojasmon,4.4e-05,1.69075,0.45556,-0.26133,0.02711,-0.94675
186.950P,fruity,5,98-01-1,Furfural Halal,0.00089,0.99247,-0.05017,-0.25592,-0.02969,-0.65669
186.950P,fruity,6,79-69-6,alpha-Iron,0.0022,0.5762,0.00878,-0.1604,0.00579,-0.40124
186.950P,fruity,7,24851-98-7,Methyldihydrojasmonat,0.0001,0.33468,0.00835,-0.05262,0.04606,-0.22766
186.950P,fruity,8,142-62-1,Hexansäure kräftig,0.054,0.28495,0.19094,0.04054,-0.03734,0.01613
186.950P,fruity,9,105-54-4,Ethylbutyrat Kosher Halal,0.005,0.25629,-0.21035,0.00544,0.04001,0.00049
186.950P,fruity,10,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.00115,0.23067,-0.1911,-0.01419,-0.01788,0.0075
186.981P,fruity,1,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.00216,2.6325,0.19021,1.09022,0.88428,0.46779
186.981P,fruity,2,1365-19-1,"Linalooloxid, natürlich Halal",0.0001,2.60659,0.31725,0.66271,1.41343,0.21321
186.981P,fruity,3,100-52-7,Benzaldehyd Kosher Halal,0.002,1.33018,0.13305,0.63796,0.04842,-0.51075
186.981P,fruity,4,659-70-1,Isoamylisovalerat Kosher Halal,0.0066,1.11111,0.33394,0.11109,0.64762,-0.01846
