Stamm-Nr.,Rez.-Nr.,R-Nummer,ERP-Nr.,Name,Totalmenge,CAS-Nr.: - Hinweis 1,Sensorik_1,Sensorik_2,Sensorik_3,Sensorik_4,Odour Type 1 FlavourWheel,Odour Type 2 Flavour Wheel,Odour Type 3 Flavour Wheel,Threshold ppm (Datenbank),Threshold 2 ppm (Datenbank),Treshold 3 ppm (Datenbank),,
29200240,185.675P,R01893,60030369,Ethyllactat Halal,0.0013880000,97-64-3,fruity,tart,buttery,butterscotch,fruity,fresh,,100,,,,
29200533,186.190P,R01640,60030181_+TK+G+,Furfural Halal,0.0005200000,98-01-1,woody,almond,bread,baked,warm,woody,,"0,5",,,,
29201778,187.694P,R01640,60030181_+TK+G+,Furfural Halal,0.0002780000,98-01-1,woody,almond,bread,baked,warm,woody,,"0,5",,,,
RE00171_A01,185.091,R01873,60030356,"alpha-Terpineol, natürlich Kosher Halal BG",0.0001200000,98-55-5,floral,pine,terpene,lilac,fresh,floral,,"0,1",,,,
29200240,185.675P,R01873,60030356,"alpha-Terpineol, natürlich Kosher Halal BG",0.0001660000,98-55-5,floral,pine,terpene,lilac,fresh,floral,,"0,1",,,,
29200533,186.190P,R01873,60030356,"alpha-Terpineol, natürlich Kosher Halal BG",0.0000080000,98-55-5,floral,pine,terpene,lilac,fresh,floral,,"0,1",,,,
29201573,187.507P,R01873,60030356,"alpha-Terpineol, natürlich Kosher Halal BG",0.0010480000,98-55-5,floral,pine,terpene,lilac,fresh,floral,,"0,1",,,,
RE00429_A02,185.028,R02160,60030558,"Acetophenon, natürlich Halal",0.0000009100,98-86-2,Pungent,hawthorn,mimosa,almond,floral,fruity,,"0,01",,,,
29200048,185.309P,R01655,60030196,Glycerin (palmölfrei) Halal,0.3800350000,,,,,,odorless,,,k.E.,,,,
29201008,185.090P,R03370,79000000,Wasser,0.2400000000,,,,,,odorless,,,k.E.,,,,
RE00171_A01,185.091,R03370,79000000,Wasser,0.2300000000,,,,,,odorless,,,k.E.,,,,
29200042,185.237H,R03370,79000000,Wasser,0.1500000000,,,,,,odorless,,,k.E.,,,,
29200047,185.267,R03370,79000000,Wasser,0.2000000000,,,,,,odorless,,,k.E.,,,,
29200034,185.294,R03370,79000000,Wasser,0.0079980000,,,,,,odorless,,,k.E.,,,,
29201231,185.507P,R03370,79000000,Wasser,0.0646770000,,,,,,odorless,,,k.E.,,,,
29200240,185.675P,R03370,79000000,Wasser,0.1000000000,,,,,,odorless,,,k.E.,,,,
29201573,187.507P,R03370,79000000,Wasser,0.0249999000,,,,,,odorless,,,k.E.,,,,
29201778,187.694P,R03370,79000000,Wasser,0.0000250000,,,,,,odorless,,,k.E.,,,,
29201874,187.787P,R03370,79000000,Wasser,0.1000000000,,,,,,odorless,,,k.E.,,,,
29201891,187.796P,R03370,79000000,Wasser,0.1402439000,,,,,,odorless,,,k.E.,,,,
29201895,187.800P,R03370,79000000,Wasser,0.1502952000,,,,,,odorless,,,k.E.,,,,
29201969,187.894P,R03370,79000000,Wasser,0.0331200000,,,,,,odorless,,,k.E.,,,,
29202004,187.916P,R03370,79000000,Wasser,0.1502952000,,,,,,odorless,,,k.E.,,,,
