Rez.-Nr.,Ident,ERP-Nr.,Name,Totalmenge,Richtdosierung in g/l,CAS-Nr.,Odour-Type 1,Odour-Type 2,Odour-Type 3,Threshold
187.870P,R01606,60030147,Ethyl-2-methylbutyrat Kosher Halal,"0,009997","1,000",7452-79-1,fruity,fresh,,"0,1"
187.871P,R01606,60030147,Ethyl-2-methylbutyrat Kosher Halal,"0,002721","1,000",7452-79-1,fruity,fresh,,"0,1"
187.885P,R01606,60030147,Ethyl-2-methylbutyrat Kosher Halal,"0,005332","0,900",7452-79-1,fruity,fresh,,"0,1"
187.892P,R01606,60030147,Ethyl-2-methylbutyrat Kosher Halal,"0,042775","0,200",7452-79-1,fruity,fresh,,"0,1"
187.893P,R01606,60030147,Ethyl-2-methylbutyrat Kosher Halal,"0,001338","2,300",7452-79-1,fruity,fresh,,"0,1"
187.896P,R01606,60030147,Ethyl-2-methylbutyrat Kosher Halal,"0,018432","0,250",7452-79-1,fruity,fresh,,"0,1"
187.897P,R01606,60030147,Ethyl-2-methylbutyrat Kosher Halal,"0,006692","0,350",7452-79-1,fruity,fresh,,"0,1"
187.920P,R01606,60030147,Ethyl-2-methylbutyrat Kosher Halal,"0,006326","0,200",7452-79-1,fruity,fresh,,"0,1"
188.118P,R01606,60030147,Ethyl-2-methylbutyrat Kosher Halal,"0,008","0,250",7452-79-1,fruity,fresh,,"0,1"
188.462KHP,R01606,60030147,Ethyl-2-methylbutyrat Kosher Halal,"0,005","0,700",7452-79-1,fruity,fresh,,"0,1"
188.481KHP,R01606,60030147,Ethyl-2-methylbutyrat Kosher Halal,"0,0018","1,000",7452-79-1,fruity,fresh,,"0,1"
188.560P,R01606,60030147,Ethyl-2-methylbutyrat Kosher Halal,"0,0036","0,400",7452-79-1,fruity,fresh,,"0,1"
188.740P,R01606,60030147,Ethyl-2-methylbutyrat Kosher Halal,"0,001","1,000",7452-79-1,fruity,fresh,,"0,1"
188.820,R01606,60030147,Ethyl-2-methylbutyrat Kosher Halal,0.004,"0,3",7452-79-1,fruity,fresh,,"0,1"
188.822,R01606,60030147,Ethyl-2-methylbutyrat Kosher Halal,0.00804,0.2,7452-79-1,fruity,fresh,,"0,1"
188.866,R01606,60030147,Ethyl-2-methylbutyrat Kosher Halal,0.00165,0.5,7452-79-1,fruity,fresh,,"0,1"
188.894,R01606,60030147,Ethyl-2-methylbutyrat Kosher Halal,0.001155,0.5,7452-79-1,fruity,fresh,,"0,1"
188.976,R01606,60030147,Ethyl-2-methylbutyrat Kosher Halal,0.004524,0.5,7452-79-1,fruity,fresh,,"0,1"
189.014,R01606,60030147,Ethyl-2-methylbutyrat Kosher Halal,0.001458,1,7452-79-1,fruity,fresh,,"0,1"
189.051,R01606,60030147,Ethyl-2-methylbutyrat Kosher Halal,0.00365,0.2,7452-79-1,fruity,fresh,,"0,1"
189.075,R01606,60030147,Ethyl-2-methylbutyrat Kosher Halal,0.0134,0.25,7452-79-1,fruity,fresh,,"0,1"
185.294,R01606,60030147,Ethyl-2-methylbutyrat Kosher Halal,0.001795,0.8,7452-79-1,fruity,fresh,,"0,1"
186.192,R01606,60030147,Ethyl-2-methylbutyrat Kosher Halal,0.002243,0.23,7452-79-1,fruity,fresh,,"0,1"
185.028,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,00021875","0,400",7452-79-1,fruity,fresh,,"0,1"
185.043P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,000283","0,800",7452-79-1,fruity,fresh,,"0,1"
185.086,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,001736","0,300",7452-79-1,fruity,fresh,,"0,1"
185.091,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,00224","0,500",7452-79-1,fruity,fresh,,"0,1"
185.178HP,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,00224","0,300",7452-79-1,fruity,fresh,,"0,1"
185.267,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,010826","0,500",7452-79-1,fruity,fresh,,"0,1"
185.291,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,002","1,0",7452-79-1,fruity,fresh,,"0,1"
185.314,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,005699","0,600",7452-79-1,fruity,fresh,,"0,1"
185.339P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,00384","1,000",7452-79-1,fruity,fresh,,"0,1"
185.382P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,00123","1,000",7452-79-1,fruity,fresh,,"0,1"
185.471,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,008776","1,000",7452-79-1,fruity,fresh,,"0,1"
185.507P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,001448","0,300",7452-79-1,fruity,fresh,,"0,1"
185.578P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,04835","0,120",7452-79-1,fruity,fresh,,"0,1"
185.796P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,000674","0,860",7452-79-1,fruity,fresh,,"0,1"
185.922P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,004687","0,500",7452-79-1,fruity,fresh,,"0,1"
185.984P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,008921","0,400",7452-79-1,fruity,fresh,,"0,1"
186.179P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,001448","0,400",7452-79-1,fruity,fresh,,"0,1"
186.293P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,000435","1,100",7452-79-1,fruity,fresh,,"0,1"
186.395P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,003799","1,000",7452-79-1,fruity,fresh,,"0,1"
186.396P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,003166","1,000",7452-79-1,fruity,fresh,,"0,1"
186.569P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,000625","0,300",7452-79-1,fruity,fresh,,"0,1"
186.981P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,03137","0,300",7452-79-1,fruity,fresh,,"0,1"
186.985P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",1E-5,"1,200",7452-79-1,fruity,fresh,,"0,1"
187.004P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,003175","0,200",7452-79-1,fruity,fresh,,"0,1"
187.064P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,012","0,500",7452-79-1,fruity,fresh,,"0,1"
187.119P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,00108","1,900",7452-79-1,fruity,fresh,,"0,1"
187.246P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,003","0,300",7452-79-1,fruity,fresh,,"0,1"
187.414P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,002972","0,400",7452-79-1,fruity,fresh,,"0,1"
187.482P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,00123","0,965",7452-79-1,fruity,fresh,,"0,1"
187.483P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,002353","0,350",7452-79-1,fruity,fresh,,"0,1"
187.507P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,005277","0,600",7452-79-1,fruity,fresh,,"0,1"
187.521P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,0003","0,600",7452-79-1,fruity,fresh,,"0,1"
187.657P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,003985","0,200",7452-79-1,fruity,fresh,,"0,1"
187.746P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,003652","1,000",7452-79-1,fruity,fresh,,"0,1"
187.783P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,001463","2,500",7452-79-1,fruity,fresh,,"0,1"
187.786P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,009675","0,400",7452-79-1,fruity,fresh,,"0,1"
187.787P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,009077","0,200",7452-79-1,fruity,fresh,,"0,1"
187.791P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,007489","1,000",7452-79-1,fruity,fresh,,"0,1"
187.799P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,002875","0,700",7452-79-1,fruity,fresh,,"0,1"
187.800P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,002918","1,000",7452-79-1,fruity,fresh,,"0,1"
187.826P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",1E-6,"1,200",7452-79-1,fruity,fresh,,"0,1"
187.834P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,016452","0,700",7452-79-1,fruity,fresh,,"0,1"
187.843P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,002672","0,600",7452-79-1,fruity,fresh,,"0,1"
187.886P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","3,4E-5","0,350",7452-79-1,fruity,fresh,,"0,1"
187.894P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,01073","0,250",7452-79-1,fruity,fresh,,"0,1"
187.895P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,01371","0,120",7452-79-1,fruity,fresh,,"0,1"
187.907,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,004145","2,000",7452-79-1,fruity,fresh,,"0,1"
187.914P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,007067","0,700",7452-79-1,fruity,fresh,,"0,1"
187.916P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,002918","1,000",7452-79-1,fruity,fresh,,"0,1"
187.923P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,001579","0,500",7452-79-1,fruity,fresh,,"0,1"
188.375P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,007563","0,600",7452-79-1,fruity,fresh,,"0,1"
188.402P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","4,2E-5","2,000",7452-79-1,fruity,fresh,,"0,1"
188.412P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,003048","0,400",7452-79-1,fruity,fresh,,"0,1"
188.491P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,007509","0,200",7452-79-1,fruity,fresh,,"0,1"
188.628P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,010554","0,300",7452-79-1,fruity,fresh,,"0,1"
188.656P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,0023","0,800",7452-79-1,fruity,fresh,,"0,1"
188.668P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG","0,0008","0,500",7452-79-1,fruity,fresh,,"0,1"
188.819,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.000283,"0,3",7452-79-1,fruity,fresh,,"0,1"
188.977,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.012,0.6,7452-79-1,fruity,fresh,,"0,1"
188.992,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.00766,0.4,7452-79-1,fruity,fresh,,"0,1"
189.012,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.0008,0.3,7452-79-1,fruity,fresh,,"0,1"
185.044,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.000283,0.3,7452-79-1,fruity,fresh,,"0,1"
185.133,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.008,1,7452-79-1,fruity,fresh,,"0,1"
186.821,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.008,1,7452-79-1,fruity,fresh,,"0,1"
187.365,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.007983,0.5,7452-79-1,fruity,fresh,,"0,1"
185.090P,R01609,60030150,Ethylacetat Kosher Halal,"0,00141","0,900",141-78-6,fresh,fruity,,1
185.239,R01609,60030150,Ethylacetat Kosher Halal,"0,0065","0,200",141-78-6,fresh,fruity,,1
185.309P,R01609,60030150,Ethylacetat Kosher Halal,7E-5,"0,500",141-78-6,fresh,fruity,,1
185.514,R01609,60030150,Ethylacetat Kosher Halal,"0,000252","0,250",141-78-6,fresh,fruity,,1
185.621P,R01609,60030150,Ethylacetat Kosher Halal,"0,004974","0,200",141-78-6,fresh,fruity,,1
185.644P,R01609,60030150,Ethylacetat Kosher Halal,"0,00458","0,180",141-78-6,fresh,fruity,,1
185.675P,R01609,60030150,Ethylacetat Kosher Halal,"0,00105","0,600",141-78-6,fresh,fruity,,1
185.741P,R01609,60030150,Ethylacetat Kosher Halal,"0,001165","1,000",141-78-6,fresh,fruity,,1
186.190P,R01609,60030150,Ethylacetat Kosher Halal,"0,002322","0,300",141-78-6,fresh,fruity,,1
186.490P,R01609,60030150,Ethylacetat Kosher Halal,"7,5E-5","0,500",141-78-6,fresh,fruity,,1
187.015P,R01609,60030150,Ethylacetat Kosher Halal,"0,0106","0,350",141-78-6,fresh,fruity,,1
187.167P,R01609,60030150,Ethylacetat Kosher Halal,"0,0672","0,050",141-78-6,fresh,fruity,,1
187.519P,R01609,60030150,Ethylacetat Kosher Halal,"0,000702","0,400",141-78-6,fresh,fruity,,1
187.522P,R01609,60030150,Ethylacetat Kosher Halal,"0,011067","0,500",141-78-6,fresh,fruity,,1
187.571P,R01609,60030150,Ethylacetat Kosher Halal,"0,00213","0,100",141-78-6,fresh,fruity,,1
187.608P,R01609,60030150,Ethylacetat Kosher Halal,"0,00881","0,200",141-78-6,fresh,fruity,,1
187.694P,R01609,60030150,Ethylacetat Kosher Halal,"0,004406","0,400",141-78-6,fresh,fruity,,1
187.695P,R01609,60030150,Ethylacetat Kosher Halal,"0,003146","0,750",141-78-6,fresh,fruity,,1
187.773P,R01609,60030150,Ethylacetat Kosher Halal,"0,007216","0,800",141-78-6,fresh,fruity,,1
187.870P,R01609,60030150,Ethylacetat Kosher Halal,"0,001174","1,000",141-78-6,fresh,fruity,,1
187.892P,R01609,60030150,Ethylacetat Kosher Halal,"0,064215","0,200",141-78-6,fresh,fruity,,1
187.893P,R01609,60030150,Ethylacetat Kosher Halal,"0,001662","2,300",141-78-6,fresh,fruity,,1
187.896P,R01609,60030150,Ethylacetat Kosher Halal,"0,002847","0,250",141-78-6,fresh,fruity,,1
187.897P,R01609,60030150,Ethylacetat Kosher Halal,3E-6,"0,350",141-78-6,fresh,fruity,,1
187.920P,R01609,60030150,Ethylacetat Kosher Halal,"0,051791","0,200",141-78-6,fresh,fruity,,1
188.118P,R01609,60030150,Ethylacetat Kosher Halal,"0,0002","0,250",141-78-6,fresh,fruity,,1
188.462KHP,R01609,60030150,Ethylacetat Kosher Halal,"0,0021","0,700",141-78-6,fresh,fruity,,1
188.481KHP,R01609,60030150,Ethylacetat Kosher Halal,"0,003409","1,000",141-78-6,fresh,fruity,,1
188.560P,R01609,60030150,Ethylacetat Kosher Halal,"0,0034","0,400",141-78-6,fresh,fruity,,1
188.740P,R01609,60030150,Ethylacetat Kosher Halal,"0,009","1,000",141-78-6,fresh,fruity,,1
188.820,R01609,60030150,Ethylacetat Kosher Halal,0.003,"0,3",141-78-6,fresh,fruity,,1
188.894,R01609,60030150,Ethylacetat Kosher Halal,0.012192,0.5,141-78-6,fresh,fruity,,1
189.075,R01609,60030150,Ethylacetat Kosher Halal,0.00095,0.25,141-78-6,fresh,fruity,,1
185.294,R01609,60030150,Ethylacetat Kosher Halal,0.001233,0.8,141-78-6,fresh,fruity,,1
185.664,R01609,60030150,Ethylacetat Kosher Halal,0.003557,0.4,141-78-6,fresh,fruity,,1
186.192,R01609,60030150,Ethylacetat Kosher Halal,0.002093,0.23,141-78-6,fresh,fruity,,1
187.776,R01609,60030150,Ethylacetat Kosher Halal,0.003509,0.4,141-78-6,fresh,fruity,,1
185.028,R01901,60030374,"Ethylacetat, natürlich Kosher Halal","0,0008225","0,400",141-78-6,fresh,fruity,,1
185.043P,R01901,60030374,"Ethylacetat, natürlich Kosher Halal","0,000563","0,800",141-78-6,fresh,fruity,,1
185.086,R01901,60030374,"Ethylacetat, natürlich Kosher Halal","0,000224","0,300",141-78-6,fresh,fruity,,1
185.091,R01901,60030374,"Ethylacetat, natürlich Kosher Halal","0,00228","0,500",141-78-6,fresh,fruity,,1
185.178HP,R01901,60030374,"Ethylacetat, natürlich Kosher Halal","0,00227","0,300",141-78-6,fresh,fruity,,1
185.314,R01901,60030374,"Ethylacetat, natürlich Kosher Halal","0,000378","0,600",141-78-6,fresh,fruity,,1
185.339P,R01901,60030374,"Ethylacetat, natürlich Kosher Halal","0,006524","1,000",141-78-6,fresh,fruity,,1
185.471,R01901,60030374,"Ethylacetat, natürlich Kosher Halal","0,010734","1,000",141-78-6,fresh,fruity,,1
185.507P,R01901,60030374,"Ethylacetat, natürlich Kosher Halal","0,000186","0,300",141-78-6,fresh,fruity,,1
185.578P,R01901,60030374,"Ethylacetat, natürlich Kosher Halal","0,001501","0,120",141-78-6,fresh,fruity,,1
185.796P,R01901,60030374,"Ethylacetat, natürlich Kosher Halal","8,7E-5","0,860",141-78-6,fresh,fruity,,1
186.179P,R01901,60030374,"Ethylacetat, natürlich Kosher Halal","0,000186","0,400",141-78-6,fresh,fruity,,1
186.569P,R01901,60030374,"Ethylacetat, natürlich Kosher Halal","4,7E-5","0,300",141-78-6,fresh,fruity,,1
186.981P,R01901,60030374,"Ethylacetat, natürlich Kosher Halal","0,00127","0,300",141-78-6,fresh,fruity,,1
186.985P,R01901,60030374,"Ethylacetat, natürlich Kosher Halal","0,000131","1,200",141-78-6,fresh,fruity,,1
187.004P,R01901,60030374,"Ethylacetat, natürlich Kosher Halal","0,020546","0,200",141-78-6,fresh,fruity,,1
187.064P,R01901,60030374,"Ethylacetat, natürlich Kosher Halal","0,003","0,500",141-78-6,fresh,fruity,,1
187.246P,R01901,60030374,"Ethylacetat, natürlich Kosher Halal","0,00876","0,300",141-78-6,fresh,fruity,,1
187.414P,R01901,60030374,"Ethylacetat, natürlich Kosher Halal","0,002872","0,400",141-78-6,fresh,fruity,,1
187.483P,R01901,60030374,"Ethylacetat, natürlich Kosher Halal","0,004668","0,350",141-78-6,fresh,fruity,,1
187.521P,R01901,60030374,"Ethylacetat, natürlich Kosher Halal","1,7E-5","0,600",141-78-6,fresh,fruity,,1
187.746P,R01901,60030374,"Ethylacetat, natürlich Kosher Halal","0,003269","1,000",141-78-6,fresh,fruity,,1
187.783P,R01901,60030374,"Ethylacetat, natürlich Kosher Halal","0,001308","2,500",141-78-6,fresh,fruity,,1
187.787P,R01901,60030374,"Ethylacetat, natürlich Kosher Halal","0,001834","0,200",141-78-6,fresh,fruity,,1
187.791P,R01901,60030374,"Ethylacetat, natürlich Kosher Halal","0,004964","1,000",141-78-6,fresh,fruity,,1
187.799P,R01901,60030374,"Ethylacetat, natürlich Kosher Halal","0,000579","0,700",141-78-6,fresh,fruity,,1
187.834P,R01901,60030374,"Ethylacetat, natürlich Kosher Halal","0,013608","0,700",141-78-6,fresh,fruity,,1
187.843P,R01901,60030374,"Ethylacetat, natürlich Kosher Halal","0,001127","0,600",141-78-6,fresh,fruity,,1
187.886P,R01901,60030374,"Ethylacetat, natürlich Kosher Halal","0,011879","0,350",141-78-6,fresh,fruity,,1
187.894P,R01901,60030374,"Ethylacetat, natürlich Kosher Halal","0,003381","0,250",141-78-6,fresh,fruity,,1
187.895P,R01901,60030374,"Ethylacetat, natürlich Kosher Halal","0,000599","0,120",141-78-6,fresh,fruity,,1
187.907,R01901,60030374,"Ethylacetat, natürlich Kosher Halal","0,003709","2,000",141-78-6,fresh,fruity,,1
187.914P,R01901,60030374,"Ethylacetat, natürlich Kosher Halal","0,002528","0,700",141-78-6,fresh,fruity,,1
