Stamm-Nr.,Rez.-Nr.,Rezepturbezeichnung,ERP-Nr.,Name,Totalmenge,CAS-Nr.: - Hinweis 1,Sensorik_1,Sensorik_2,Sensorik_3,Sensorik_4,Odour Type 1 FlavourWheel,Odour Type 2 Flavour Wheel,Odour Type 3 Flavour Wheel,Threshold ppm (Datenbank),,,
29201878,187.783P,Erdbeer-Aroma,60030422,"Essigsäure, natürlich Halal Kosher",0.0000530000,64-19-7,acidic,pungent,sour,vinegar,unpleasant,,,100,treshhold,,
29201955,187.885P,Erdbeer-Aroma,60030044,Essigsäure Halal Kosher,0.0026630000,64-19-7,acidic,pungent,sour,vinegar,unpleasant,,,100,treshhold,,
29201971,187.892P,Erdbeer-Aroma,60030044,Essigsäure Halal Kosher,0.0088360000,64-19-7,acidic,pungent,sour,vinegar,unpleasant,,,100,treshhold,,
29201964,187.893P,Erdbeer-Aroma,60030044,Essigsäure Halal Kosher,0.0006590000,64-19-7,acidic,pungent,sour,vinegar,unpleasant,,,100,treshhold,,
29201969,187.894P,Erdbeer-Aroma,60030422,"Essigsäure, natürlich Halal Kosher",0.0012660000,64-19-7,acidic,pungent,sour,vinegar,unpleasant,,,100,treshhold,,
29202007,187.920P,Erdbeer-Aroma,60030044,Essigsäure Halal Kosher,0.0482260000,64-19-7,acidic,pungent,sour,vinegar,unpleasant,,,100,treshhold,,
29202795,188.668P,Erdbeer-Aroma,60030422,"Essigsäure, natürlich Halal Kosher",0.0002000000,64-19-7,acidic,pungent,sour,vinegar,unpleasant,,,100,treshhold,,
29202914,188.796P,Erdbeer-Aroma,60030422,"Essigsäure, natürlich Halal Kosher",0.0100500000,64-19-7,acidic,pungent,sour,vinegar,unpleasant,,,100,treshhold,,
29200240,185.675P,Erdbeer-Aroma,60030218,Isoamylisovalerat Kosher Halal,0.0000760000,659-70-1,Fruity,green,pineapple,tropical,fruity,tropical,,0.666666667,,,
RE02504_A01,186.293P,Erdbeer-Aroma,60030402,"Isoamylisovalerat, natürlich Halal",0.0001790000,659-70-1,Fruity,green,pineapple,tropical,fruity,tropical,,0.666666667,,,
29200974,187.061P,Erdbeer-Aroma,60030218,Isoamylisovalerat Kosher Halal,0.0001850000,659-70-1,Fruity,green,pineapple,tropical,fruity,tropical,,0.666666667,,,
29201025,187.119P,Erdbeer-Aroma,60030402,"Isoamylisovalerat, natürlich Halal",0.0002900000,659-70-1,Fruity,green,pineapple,tropical,fruity,tropical,,0.666666667,,,
29201878,187.783P,Erdbeer-Aroma,60030402,"Isoamylisovalerat, natürlich Halal",0.0005490000,659-70-1,Fruity,green,pineapple,tropical,fruity,tropical,,0.666666667,,,
29201947,187.871P,Erdbeer-Aroma,60030218,Isoamylisovalerat Kosher Halal,0.0016810000,659-70-1,Fruity,green,pineapple,tropical,fruity,tropical,,0.666666667,,,
29201969,187.894P,Erdbeer-Aroma,60030402,"Isoamylisovalerat, natürlich Halal",0.0043970000,659-70-1,Fruity,green,pineapple,tropical,fruity,tropical,,0.666666667,,,
29202513,188.412P,Erdbeer-Aroma,60030402,"Isoamylisovalerat, natürlich Halal",0.0022500000,659-70-1,Fruity,green,pineapple,tropical,fruity,tropical,,0.666666667,,,
29200047,185.267,Erdbeer-Aroma,60030381_+K+,"Hexanal, natürlich Halal",0.0000680000,66-25-1,green,fresh,aldehydic,grass,green,,,0.5,,,
29200817,185.796P,Erdbeer-Aroma,60030381_+K+,"Hexanal, natürlich Halal",0.0000560000,66-25-1,green,fresh,aldehydic,grass,green,,,0.5,,,
29200823,186.950P,Erdbeer-Aroma,60030203_+K+,Hexanal Kosher Halal,0.0000520000,66-25-1,green,fresh,aldehydic,grass,green,,,0.5,,,
29201025,187.119P,Erdbeer-Aroma,60030381_+K+,"Hexanal, natürlich Halal",0.0000100000,66-25-1,green,fresh,aldehydic,grass,green,,,0.5,,,
29202007,187.920P,Erdbeer-Aroma,60030203_+K+,Hexanal Kosher Halal,0.0001356000,66-25-1,green,fresh,aldehydic,grass,green,,,0.5,,,
29202914,188.796P,Erdbeer-Aroma,60030381_+K+,"Hexanal, natürlich Halal",0.0003570000,66-25-1,green,fresh,aldehydic,grass,green,,,0.5,,,
29200047,185.267,Erdbeer-Aroma,60030377_+G+,"trans-2-Hexenal, natürlich Halal",0.0002820000,6728-26-3,Green,fruity,apple,leafy,green,,,0.1,,,
29200240,185.675P,Erdbeer-Aroma,60030336_+G+,trans-2-Hexenal Kosher Halal,0.0002480000,6728-26-3,Green,fruity,apple,leafy,green,,,0.1,,,
29200817,185.796P,Erdbeer-Aroma,60030377_+G+,"trans-2-Hexenal, natürlich Halal",0.0000750000,6728-26-3,Green,fruity,apple,leafy,green,,,0.1,,,
29203204,185.922P,Erdbeer-Aroma,60030377_+G+,"trans-2-Hexenal, natürlich Halal",0.0000110000,6728-26-3,Green,fruity,apple,leafy,green,,,0.1,,,
RE02701_A01,186.395P,Erdbeer-Aroma,60030377_+G+,"trans-2-Hexenal, natürlich Halal",0.0000940000,6728-26-3,Green,fruity,apple,leafy,green,,,0.1,,,
29200308,186.396P,Erdbeer-Aroma,60030377_+G+,"trans-2-Hexenal, natürlich Halal",0.0000780000,6728-26-3,Green,fruity,apple,leafy,green,,,0.1,,,
29200974,187.061P,Erdbeer-Aroma,60030336_+G+,trans-2-Hexenal Kosher Halal,0.0000370000,6728-26-3,Green,fruity,apple,leafy,green,,,0.1,,,
29201025,187.119P,Erdbeer-Aroma,60030377_+G+,"trans-2-Hexenal, natürlich Halal",0.0000500000,6728-26-3,Green,fruity,apple,leafy,green,,,0.1,,,
29201573,187.507P,Erdbeer-Aroma,60030377_+G+,"trans-2-Hexenal, natürlich Halal",0.0001300000,6728-26-3,Green,fruity,apple,leafy,green,,,0.1,,,
29201835,187.746P,Erdbeer-Aroma,60030377_+G+,"trans-2-Hexenal, natürlich Halal",0.0000480000,6728-26-3,Green,fruity,apple,leafy,green,,,0.1,,,
29202007,187.920P,Erdbeer-Aroma,60030336_+G+,trans-2-Hexenal Kosher Halal,0.0001064000,6728-26-3,Green,fruity,apple,leafy,green,,,0.1,,,
29202746,188.628P,Erdbeer-Aroma,60030377_+G+,"trans-2-Hexenal, natürlich Halal",0.0002600000,6728-26-3,Green,fruity,apple,leafy,green,,,0.1,,,
29202914,188.796P,Erdbeer-Aroma,60030377_+G+,"trans-2-Hexenal, natürlich Halal",0.0004860000,6728-26-3,Green,fruity,apple,leafy,green,,,0.1,,,
RE00734_A01,185.471,Erdbeer-Aroma,60030560_+K+,"Aceton, natürlich Kosher",0.0000280000,67-64-1,solvent,ethereal,apple,pear,solvent,fruity,,50,,,
RE01628_A01,185.902P,Erdbeer-Aroma,60020031_+ZK+,"Orangenterpene, natürlich Kosher Halal BG V",0.0006400000,68647-72-3,fresh,juicy,sweet,orange,citrus,fruity,,2,,,
29203204,185.922P,Erdbeer-Aroma,60020031_+ZK+,"Orangenterpene, natürlich Kosher Halal BG V",0.0000320000,68647-72-3,fresh,juicy,sweet,orange,citrus,fruity,,2,,,
RE02701_A01,186.395P,Erdbeer-Aroma,60020031_+ZK+,"Orangenterpene, natürlich Kosher Halal BG V",0.0001140000,68647-72-3,fresh,juicy,sweet,orange,citrus,fruity,,2,,,
29200308,186.396P,Erdbeer-Aroma,60020031_+ZK+,"Orangenterpene, natürlich Kosher Halal BG V",0.0000950000,68647-72-3,fresh,juicy,sweet,orange,citrus,fruity,,2,,,
29201573,187.507P,Erdbeer-Aroma,60020031_+ZK+,"Orangenterpene, natürlich Kosher Halal BG V",0.0001580000,68647-72-3,fresh,juicy,sweet,orange,citrus,fruity,,2,,,
29201835,187.746P,Erdbeer-Aroma,60020031_+ZK+,"Orangenterpene, natürlich Kosher Halal BG V",0.0000300000,68647-72-3,fresh,juicy,sweet,orange,citrus,fruity,,2,,,
29202746,188.628P,Erdbeer-Aroma,60020031_+ZK+,"Orangenterpene, natürlich Kosher Halal BG V",0.0003160000,68647-72-3,fresh,juicy,sweet,orange,citrus,fruity,,2,,,
29200240,185.675P,Erdbeer-Aroma,60030185,gamma-Hexalacton Halal Kosher,0.0000780000,695-06-7,Coumarin,creamy,,,warm,dairy,,5,,,
29201172,185.741P,Erdbeer-Aroma,60030185,gamma-Hexalacton Halal,0.0000090000,695-06-7,Coumarin,creamy,,,warm,dairy,,5,,,
29200823,186.950P,Erdbeer-Aroma,60030133,delta-Octalacton Halal Kosher,0.0000800000,698-76-0,Coumarinic,coconut,creamy,,warm,dairy,,1,,,
29200823,186.950P,Erdbeer-Aroma,60030796,Lactojasmon,0.0000220000,7011-83-8,floral,waxy,coconut,jasmin,floral,dairy,tropical,0.5,,,
29201947,187.871P,Erdbeer-Aroma,60030796,Lactojasmon,0.0000130000,7011-83-8,floral,waxy,coconut,jasmin,floral,dairy,tropical,0.5,,,
29201955,187.885P,Erdbeer-Aroma,60030796,Lactojasmon Halal,0.0000020000,7011-83-8,floral,waxy,coconut,jasmin,floral,dairy,tropical,0.5,,,
29201971,187.892P,Erdbeer-Aroma,60030796,Lactojasmon Halal,0.0000240000,7011-83-8,floral,waxy,coconut,jasmin,floral,dairy,tropical,0.5,,,
29202007,187.920P,Erdbeer-Aroma,60030796,Lactojasmon Halal,0.0000260000,7011-83-8,floral,waxy,coconut,jasmin,floral,dairy,tropical,0.5,,,
29200047,185.267,Erdbeer-Aroma,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.0064100000,706-14-9,Coconut,peach,,,fruity,tropical,dairy,0.1,,,
RE00734_A01,185.471,Erdbeer-Aroma,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.0089320000,706-14-9,Coconut,peach,,,fruity,tropical,dairy,0.1,,,
29200240,185.675P,Erdbeer-Aroma,60030183,gamma-Decalacton Kosher Halal,0.0020000000,706-14-9,Coconut,peach,,,fruity,tropical,dairy,0.1,,,
29200817,185.796P,Erdbeer-Aroma,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.0004670000,706-14-9,Coconut,peach,,,fruity,tropical,dairy,0.1,,,
RE01628_A01,185.902P,Erdbeer-Aroma,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.0018030000,706-14-9,Coconut,peach,,,fruity,tropical,dairy,0.1,,,
29203204,185.922P,Erdbeer-Aroma,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.0007190000,706-14-9,Coconut,peach,,,fruity,tropical,dairy,0.1,,,
RE02504_A01,186.293P,Erdbeer-Aroma,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.0002290000,706-14-9,Coconut,peach,,,fruity,tropical,dairy,0.1,,,
RE02701_A01,186.395P,Erdbeer-Aroma,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.0029500000,706-14-9,Coconut,peach,,,fruity,tropical,dairy,0.1,,,
29200308,186.396P,Erdbeer-Aroma,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.0024580000,706-14-9,Coconut,peach,,,fruity,tropical,dairy,0.1,,,
29200823,186.950P,Erdbeer-Aroma,60030183,gamma-Decalacton Kosher Halal,0.0013350000,706-14-9,Coconut,peach,,,fruity,tropical,dairy,0.1,,,
29200974,187.061P,Erdbeer-Aroma,60030183,gamma-Decalacton Kosher Halal,0.0007580000,706-14-9,Coconut,peach,,,fruity,tropical,dairy,0.1,,,
29201025,187.119P,Erdbeer-Aroma,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.0005800000,706-14-9,Coconut,peach,,,fruity,tropical,dairy,0.1,,,
29201573,187.507P,Erdbeer-Aroma,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.0040970000,706-14-9,Coconut,peach,,,fruity,tropical,dairy,0.1,,,
29201588,187.522P,Erdbeer-Aroma,60030183,gamma-Decalacton Kosher Halal,0.0025600000,706-14-9,Coconut,peach,,,fruity,tropical,dairy,0.1,,,
29201745,187.662P,Erdbeer-Aroma,60030183,gamma-Decalacton Kosher Halal,0.0029000000,706-14-9,Coconut,peach,,,fruity,tropical,dairy,0.1,,,
29201835,187.746P,Erdbeer-Aroma,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.0026060000,706-14-9,Coconut,peach,,,fruity,tropical,dairy,0.1,,,
29201878,187.783P,Erdbeer-Aroma,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.0015240000,706-14-9,Coconut,peach,,,fruity,tropical,dairy,0.1,,,
29201947,187.871P,Erdbeer-Aroma,60030183,gamma-Decalacton Kosher Halal,0.0175010000,706-14-9,Coconut,peach,,,fruity,tropical,dairy,0.1,,,
29201955,187.885P,Erdbeer-Aroma,60030183,gamma-Decalacton Kosher Halal,0.0026840000,706-14-9,Coconut,peach,,,fruity,tropical,dairy,0.1,,,
29201971,187.892P,Erdbeer-Aroma,60030183,gamma-Decalacton Kosher Halal,0.0421610000,706-14-9,Coconut,peach,,,fruity,tropical,dairy,0.1,,,
29201964,187.893P,Erdbeer-Aroma,60030183,gamma-Decalacton Kosher Halal,0.0005370000,706-14-9,Coconut,peach,,,fruity,tropical,dairy,0.1,,,
29201969,187.894P,Erdbeer-Aroma,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.0069460000,706-14-9,Coconut,peach,,,fruity,tropical,dairy,0.1,,,
29202007,187.920P,Erdbeer-Aroma,60030183,gamma-Decalacton Kosher Halal,0.0136270000,706-14-9,Coconut,peach,,,fruity,tropical,dairy,0.1,,,
29202470,188.375P,Erdbeer-Aroma,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.0042630000,706-14-9,Coconut,peach,,,fruity,tropical,dairy,0.1,,,
29202513,188.412P,Erdbeer-Aroma,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.0037680000,706-14-9,Coconut,peach,,,fruity,tropical,dairy,0.1,,,
29202746,188.628P,Erdbeer-Aroma,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.0081940000,706-14-9,Coconut,peach,,,fruity,tropical,dairy,0.1,,,
29202795,188.668P,Erdbeer-Aroma,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.0076000000,706-14-9,Coconut,peach,,,fruity,tropical,dairy,0.1,,,
29202914,188.796P,Erdbeer-Aroma,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.0030090000,706-14-9,Coconut,peach,,,fruity,tropical,dairy,0.1,,,
29200974,187.061P,Erdbeer-Aroma,60030134,delta-Undecalacton Halal Kosher,0.0001500000,710-04-3,Creamy,peachy,fatty,,dairy,tropical,fruity,0.1,,,
RE02701_A01,186.395P,Erdbeer-Aroma,60030359,"Butanol, natürlich Halal",0.0001810000,71-36-3,fermented,fusel,oil,balsam,solvent,warm,,5,,,
29200308,186.396P,Erdbeer-Aroma,60030359,"Butanol, natürlich Halal",0.0001510000,71-36-3,fermented,fusel,oil,balsam,solvent,warm,,5,,,
29201573,187.507P,Erdbeer-Aroma,60030359,"Butanol, natürlich Halal",0.0002520000,71-36-3,fermented,fusel,oil,balsam,solvent,warm,,5,,,
29202746,188.628P,Erdbeer-Aroma,60030359,"Butanol, natürlich Halal",0.0005040000,71-36-3,fermented,fusel,oil,balsam,solvent,warm,,5,,,
29200240,185.675P,Erdbeer-Aroma,60030129_+K+,delta-Dodecalacton Halal Kosher,0.0004940000,713-95-1,Fatty,peach,buttery,creamy,dairy,tropical,fruity,0.1,,,
29201025,187.119P,Erdbeer-Aroma,60030509,"delta-Dodecalacton, natürlich Halal",0.0000400000,713-95-1,Fatty,peach,buttery,creamy,dairy,tropical,fruity,0.1,,,
29201971,187.892P,Erdbeer-Aroma,60030129_+K+,delta-Dodecalacton Halal Kosher,0.0002360000,713-95-1,Fatty,peach,buttery,creamy,dairy,tropical,fruity,0.1,,,
29201969,187.894P,Erdbeer-Aroma,60030509,"delta-Dodecalacton, natürlich Halal",0.0000790000,713-95-1,Fatty,peach,buttery,creamy,dairy,tropical,fruity,0.1,,,
29200817,185.796P,Erdbeer-Aroma,60030435,"Nerolidol, natürlich (Aromaextrakt) Halal",0.0000010000,7212-44-4,floral,green,citrus,woody,floral,green,citrus,0.5,,,
RE02701_A01,186.395P,Erdbeer-Aroma,60030435,"Nerolidol, natürlich (Aromaextrakt) Halal",0.0003470000,7212-44-4,floral,green,citrus,woody,floral,green,citrus,0.5,,,
29200308,186.396P,Erdbeer-Aroma,60030435,"Nerolidol, natürlich (Aromaextrakt) Halal",0.0002890000,7212-44-4,floral,green,citrus,woody,floral,green,citrus,0.5,,,
29201573,187.507P,Erdbeer-Aroma,60030435,"Nerolidol, natürlich (Aromaextrakt) Halal",0.0004820000,7212-44-4,floral,green,citrus,woody,floral,green,citrus,0.5,,,
29202746,188.628P,Erdbeer-Aroma,60030435,"Nerolidol, natürlich (Aromaextrakt) Halal",0.0009640000,7212-44-4,floral,green,citrus,woody,floral,green,citrus,0.5,,,
29202914,188.796P,Erdbeer-Aroma,60030435,"Nerolidol, natürlich (Aromaextrakt) Halal",0.0000060000,7212-44-4,floral,green,citrus,woody,floral,green,citrus,0.5,,,
29200047,185.267,Erdbeer-Aroma,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.0108260000,7452-79-1,fruity,sharp,green,apple,fruity,green,,0.1,,,
RE00734_A01,185.471,Erdbeer-Aroma,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.0087760000,7452-79-1,fruity,sharp,green,apple,fruity,green,,0.1,,,
RE00956_A01,185.615,Erdbeer-Aroma,60030147,Ethyl-2-methylbutyrat Kosher Halal,0.0143150000,7452-79-1,fruity,sharp,green,apple,fruity,green,,0.1,,,
29200240,185.675P,Erdbeer-Aroma,60030147,Ethyl-2-methylbutyrat Kosher Halal,0.0018160000,7452-79-1,fruity,sharp,green,apple,fruity,green,,0.1,,,
29201172,185.741P,Erdbeer-Aroma,60030147,Ethyl-2-methylbutyrat Kosher Halal,0.0087290000,7452-79-1,fruity,sharp,green,apple,fruity,green,,0.1,,,
29200817,185.796P,Erdbeer-Aroma,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.0006740000,7452-79-1,fruity,sharp,green,apple,fruity,green,,0.1,,,
29203204,185.922P,Erdbeer-Aroma,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.0046870000,7452-79-1,fruity,sharp,green,apple,fruity,green,,0.1,,,
RE02504_A01,186.293P,Erdbeer-Aroma,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.0004350000,7452-79-1,fruity,sharp,green,apple,fruity,green,,0.1,,,
RE02701_A01,186.395P,Erdbeer-Aroma,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.0037990000,7452-79-1,fruity,sharp,green,apple,fruity,green,,0.1,,,
29200308,186.396P,Erdbeer-Aroma,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.0031660000,7452-79-1,fruity,sharp,green,apple,fruity,green,,0.1,,,
29200823,186.950P,Erdbeer-Aroma,60030147,Ethyl-2-methylbutyrat Kosher Halal,0.0001150000,7452-79-1,fruity,sharp,green,apple,fruity,green,,0.1,,,
29200974,187.061P,Erdbeer-Aroma,60030147,Ethyl-2-methylbutyrat Kosher Halal,0.0010780000,7452-79-1,fruity,sharp,green,apple,fruity,green,,0.1,,,
29201025,187.119P,Erdbeer-Aroma,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.0010800000,7452-79-1,fruity,sharp,green,apple,fruity,green,,0.1,,,
29201573,187.507P,Erdbeer-Aroma,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.0052770000,7452-79-1,fruity,sharp,green,apple,fruity,green,,0.1,,,
29201588,187.522P,Erdbeer-Aroma,60030147,Ethyl-2-methylbutyrat Kosher Halal,0.0007750000,7452-79-1,fruity,sharp,green,apple,fruity,green,,0.1,,,
29201745,187.662P,Erdbeer-Aroma,60030147,Ethyl-2-methylbutyrat Kosher Halal,0.0303530000,7452-79-1,fruity,sharp,green,apple,fruity,green,,0.1,,,
29201835,187.746P,Erdbeer-Aroma,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.0036520000,7452-79-1,fruity,sharp,green,apple,fruity,green,,0.1,,,
29201878,187.783P,Erdbeer-Aroma,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.0014630000,7452-79-1,fruity,sharp,green,apple,fruity,green,,0.1,,,
29201947,187.871P,Erdbeer-Aroma,60030147,Ethyl-2-methylbutyrat Kosher Halal,0.0027210000,7452-79-1,fruity,sharp,green,apple,fruity,green,,0.1,,,
29201955,187.885P,Erdbeer-Aroma,60030147,Ethyl-2-methylbutyrat Kosher Halal,0.0053320000,7452-79-1,fruity,sharp,green,apple,fruity,green,,0.1,,,
29201971,187.892P,Erdbeer-Aroma,60030147,Ethyl-2-methylbutyrat Kosher Halal,0.0427750000,7452-79-1,fruity,sharp,green,apple,fruity,green,,0.1,,,
29201964,187.893P,Erdbeer-Aroma,60030147,Ethyl-2-methylbutyrat Kosher Halal,0.0013380000,7452-79-1,fruity,sharp,green,apple,fruity,green,,0.1,,,
29201969,187.894P,Erdbeer-Aroma,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.0107300000,7452-79-1,fruity,sharp,green,apple,fruity,green,,0.1,,,
29202007,187.920P,Erdbeer-Aroma,60030147,Ethyl-2-methylbutyrat Kosher Halal,0.0063260000,7452-79-1,fruity,sharp,green,apple,fruity,green,,0.1,,,
29202470,188.375P,Erdbeer-Aroma,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.0075630000,7452-79-1,fruity,sharp,green,apple,fruity,green,,0.1,,,
29202513,188.412P,Erdbeer-Aroma,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.0030480000,7452-79-1,fruity,sharp,green,apple,fruity,green,,0.1,,,
29202746,188.628P,Erdbeer-Aroma,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.0105540000,7452-79-1,fruity,sharp,green,apple,fruity,green,,0.1,,,
29202795,188.668P,Erdbeer-Aroma,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.0008000000,7452-79-1,fruity,sharp,green,apple,fruity,green,,0.1,,,
29202914,188.796P,Erdbeer-Aroma,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.0043440000,7452-79-1,fruity,sharp,green,apple,fruity,green,,0.1,,,
RE00734_A01,185.471,Erdbeer-Aroma,60030355_+T+,"Acetaldehyd, natürlich Kosher Halal ",0.0000514000,75-07-0,ethereal,pungent,aldehydic,fruity,sovlent,fruity,,5,,,
29200817,185.796P,Erdbeer-Aroma,60030355_+T+,"Acetaldehyd, natürlich Kosher Halal ",0.0001455000,75-07-0,ethereal,pungent,aldehydic,fruity,sovlent,fruity,,5,,,
29201971,187.892P,Erdbeer-Aroma,60030043_+T+,Acetaldehyd Halal Kosher,0.0008110000,75-07-0,ethereal,pungent,aldehydic,fruity,sovlent,fruity,,5,,,
29202007,187.920P,Erdbeer-Aroma,60030043_+T+,Acetaldehyd Halal Kosher,0.0001060000,75-07-0,ethereal,pungent,aldehydic,fruity,sovlent,fruity,,5,,,
29202914,188.796P,Erdbeer-Aroma,60030355_+T+,"Acetaldehyd, natürlich Kosher Halal ",0.0009390000,75-07-0,ethereal,pungent,aldehydic,fruity,sovlent,fruity,,5,,,
29200047,185.267,Erdbeer-Aroma,60030142_+K+,"Dimethylsulfid, natürlich Kosher Halal BG, V",0.0010000000,75-18-3,Rustique,red,fruit,,unpleasant,fruity,,0.005,,,
29200817,185.796P,Erdbeer-Aroma,60030142_+K+,"Dimethylsulfid, natürlich Kosher Halal BG, V",0.0000003900,75-18-3,Rustique,red,fruit,,unpleasant,fruity,,0.005,,,
RE01628_A01,185.902P,Erdbeer-Aroma,60030142_+K+,"Dimethylsulfid, natürlich Kosher Halal BG, V",0.0000064300,75-18-3,Rustique,red,fruit,,unpleasant,fruity,,0.005,,,
RE02504_A01,186.293P,Erdbeer-Aroma,60030142_+K+,"Dimethylsulfid, natürlich Kosher Halal BG, V",0.0000300000,75-18-3,Rustique,red,fruit,,unpleasant,fruity,,0.005,,,
29202914,188.796P,Erdbeer-Aroma,60030142_+K+,"Dimethylsulfid, natürlich Kosher Halal BG, V",0.0000025050,75-18-3,Rustique,red,fruit,,unpleasant,fruity,,0.005,,,
RE00956_A01,185.615,Erdbeer-Aroma,60030337,Triethylcitrat Halal,0.0184270000,77-93-0,winey,fruity,plum,,solvent,fruity,,50,,,
RE02504_A01,186.293P,Erdbeer-Aroma,60030403,"Triethylcitrat, natürlich",0.0000242500,77-93-0,winey,fruity,plum,,solvent,fruity,,50,,,
29201878,187.783P,Erdbeer-Aroma,60030403,"Triethylcitrat, natürlich",0.0031280000,77-93-0,winey,fruity,plum,,solvent,fruity,,50,,,
29200047,185.267,Erdbeer-Aroma,60030379,"Linalool ex HO, natürlich Kosher Halal BG",0.0003700000,78-70-6,citrus,floral,rose,woody,citrus,floral,,0.666666667,,,
29200240,185.675P,Erdbeer-Aroma,60030246,Linalool Halal Kosher,0.0001840000,78-70-6,citrus,floral,rose,woody,citrus,floral,,0.666666667,,,
29200817,185.796P,Erdbeer-Aroma,60030379,"Linalool ex HO, natürlich Kosher Halal BG",0.0000050000,78-70-6,citrus,floral,rose,woody,citrus,floral,,0.666666667,,,
29203204,185.922P,Erdbeer-Aroma,60030379,"Linalool ex HO, natürlich Kosher Halal BG",0.0000450000,78-70-6,citrus,floral,rose,woody,citrus,floral,,0.666666667,,,
RE02701_A01,186.395P,Erdbeer-Aroma,60030379,"Linalool ex HO, natürlich Kosher Halal BG",0.0003560000,78-70-6,citrus,floral,rose,woody,citrus,floral,,0.666666667,,,
29200308,186.396P,Erdbeer-Aroma,60030379,"Linalool ex HO, natürlich Kosher Halal BG",0.0002970000,78-70-6,citrus,floral,rose,woody,citrus,floral,,0.666666667,,,
29201573,187.507P,Erdbeer-Aroma,60030379,"Linalool ex HO, natürlich Kosher Halal BG",0.0004950000,78-70-6,citrus,floral,rose,woody,citrus,floral,,0.666666667,,,
29201835,187.746P,Erdbeer-Aroma,60030379,"Linalool ex HO, natürlich Kosher Halal BG",0.0000280000,78-70-6,citrus,floral,rose,woody,citrus,floral,,0.666666667,,,
29201969,187.894P,Erdbeer-Aroma,60030379,"Linalool ex HO, natürlich Kosher Halal BG",0.0021380000,78-70-6,citrus,floral,rose,woody,citrus,floral,,0.666666667,,,
29202513,188.412P,Erdbeer-Aroma,60030379,"Linalool ex HO, natürlich Kosher Halal BG",0.0000630000,78-70-6,citrus,floral,rose,woody,citrus,floral,,0.666666667,,,
29202746,188.628P,Erdbeer-Aroma,60030379,"Linalool ex HO, natürlich Kosher Halal BG",0.0009900000,78-70-6,citrus,floral,rose,woody,citrus,floral,,0.666666667,,,
29202914,188.796P,Erdbeer-Aroma,60030379,"Linalool ex HO, natürlich Kosher Halal BG",0.0000270000,78-70-6,citrus,floral,rose,woody,citrus,floral,,0.666666667,,,
RE00734_A01,185.471,Erdbeer-Aroma,60030412,"Isobutanol, natürlich Kosher Halal",0.0001160000,78-83-1,ethereal,wine,,,solvent,,,5,,,
29201835,187.746P,Erdbeer-Aroma,60030774,"Methylethylketon, natürlich",0.0005960000,78-93-3,ethereal,fruity,camphor,,solvent,fruity,,5,,,
RE00734_A01,185.471,Erdbeer-Aroma,61010004_AS,Milchsäure 80%ig (als Aromastoff) Halal Kosher,0.0277140000,79-33-4,odorless,,,,,,,0,,,
29200823,186.950P,Erdbeer-Aroma,61010004_AS,Milchsäure 80%ig (als Aromastoff) Halal Kosher,0.0500000000,79-33-4,odorless,,,,,,,0,,,
